"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"United States of America","2005","Total","Both Sexes","St. Petersburg (FL)","City proper","Estimate - de jure","Final figure, complete","2005","249079","1,2"
"United States of America","2005","Total","Both Sexes","Stamford (CT)","City proper","Estimate - de jure","Final figure, complete","2005","120045","1,2"
"United States of America","2005","Total","Both Sexes","Sterling Heights (MI)","City proper","Estimate - de jure","Final figure, complete","2005","128034","1,2"
"United States of America","2005","Total","Both Sexes","Stockton (CA)","City proper","Estimate - de jure","Final figure, complete","2005","286926","1,2"
"United States of America","2005","Total","Both Sexes","Sunnyvale (CA)","City proper","Estimate - de jure","Final figure, complete","2005","128902","1,2"
"United States of America","2005","Total","Both Sexes","Syracuse (NY)","City proper","Estimate - de jure","Final figure, complete","2005","141683","1,2"
"United States of America","2005","Total","Both Sexes","Tacoma (WA)","City proper","Estimate - de jure","Final figure, complete","2005","195898","1,2"
"United States of America","2005","Total","Both Sexes","Tallahassee (FL)","City proper","Estimate - de jure","Final figure, complete","2005","158500","1,2"
"United States of America","2005","Total","Both Sexes","Tampa (FL)","City proper","Estimate - de jure","Final figure, complete","2005","325989","1,2"
"United States of America","2005","Total","Both Sexes","Tempe (AZ)","City proper","Estimate - de jure","Final figure, complete","2005","161143","1,2"
"United States of America","2005","Total","Both Sexes","Thornton (CO)","City proper","Estimate - de jure","Final figure, complete","2005","105182","1,2"
"United States of America","2005","Total","Both Sexes","Thousand Oaks (CA)","City proper","Estimate - de jure","Final figure, complete","2005","124359","1,2"
"United States of America","2005","Total","Both Sexes","Toledo (OH)","City proper","Estimate - de jure","Final figure, complete","2005","301285","1,2"
"United States of America","2005","Total","Both Sexes","Topeka (KS)","City proper","Estimate - de jure","Final figure, complete","2005","121946","1,2"
"United States of America","2005","Total","Both Sexes","Torrance (CA)","City proper","Estimate - de jure","Final figure, complete","2005","142384","1,2"
"United States of America","2005","Total","Both Sexes","Tucson (AZ)","City proper","Estimate - de jure","Final figure, complete","2005","515526","1,2"
"United States of America","2005","Total","Both Sexes","Tulsa (OK)","City proper","Estimate - de jure","Final figure, complete","2005","382457","1,2"
"United States of America","2005","Total","Both Sexes","Vallejo (CA)","City proper","Estimate - de jure","Final figure, complete","2005","117483","1,2"
"United States of America","2005","Total","Both Sexes","Vancouver (WA)","City proper","Estimate - de jure","Final figure, complete","2005","157493","1,2"
"United States of America","2005","Total","Both Sexes","Virginia Beach (VA)","City proper","Estimate - de jure","Final figure, complete","2005","438415","1,2"
"United States of America","2005","Total","Both Sexes","Visalia (CA)","City proper","Estimate - de jure","Final figure, complete","2005","108669","1,2"
"United States of America","2005","Total","Both Sexes","Waco (TX)","City proper","Estimate - de jure","Final figure, complete","2005","120465","1,2"
"United States of America","2005","Total","Both Sexes","Warren (MI)","City proper","Estimate - de jure","Final figure, complete","2005","135311","1,2"
"United States of America","2005","Total","Both Sexes","WASHINGTON (DC)","City proper","Estimate - de jure","Final figure, complete","2005","550521","1,2"
"United States of America","2005","Total","Both Sexes","Waterbury (CT)","City proper","Estimate - de jure","Final figure, complete","2005","107902","1,2"
"United States of America","2005","Total","Both Sexes","West Covina (CA)","City proper","Estimate - de jure","Final figure, complete","2005","108185","1,2"
"United States of America","2005","Total","Both Sexes","West Valley City (UT)","City proper","Estimate - de jure","Final figure, complete","2005","113300","1,2"
"United States of America","2005","Total","Both Sexes","Westminster (CO)","City proper","Estimate - de jure","Final figure, complete","2005","105084","1,2"
"United States of America","2005","Total","Both Sexes","Wichita (KS)","City proper","Estimate - de jure","Final figure, complete","2005","354865","1,2"
"United States of America","2005","Total","Both Sexes","Winston-Salem (NC)","City proper","Estimate - de jure","Final figure, complete","2005","193755","1,2"
"United States of America","2005","Total","Both Sexes","Worcester (MA)","City proper","Estimate - de jure","Final figure, complete","2005","175898","1,2"
"United States of America","2005","Total","Both Sexes","Yonkers (NY)","City proper","Estimate - de jure","Final figure, complete","2005","196425","1,2"
"United States of America","2000","Total","Both Sexes","Abilene (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","115930","1,2"
"United States of America","2000","Total","Both Sexes","Akron (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","217074","1,2"
"United States of America","2000","Total","Both Sexes","Akron (OH)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","570215","1,2"
"United States of America","2000","Total","Both Sexes","Albuquerque (NM)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","448607","1,2"
"United States of America","2000","Total","Both Sexes","Albuquerque (NM)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","598191","1,2"
"United States of America","2000","Total","Both Sexes","Alexandria (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","128283","1,2"
"United States of America","2000","Total","Both Sexes","Allentown (PA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","106632","1,2"
"United States of America","2000","Total","Both Sexes","Allentown (PA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","576408","1,2"
"United States of America","2000","Total","Both Sexes","Amarillo (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","173627","1,2"
"United States of America","2000","Total","Both Sexes","Amarillo (TX)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","179312","1,2"
"United States of America","2000","Total","Both Sexes","Anaheim (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","328014","1,2,11"
"United States of America","2000","Total","Both Sexes","Anchorage (AK)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","260283","1,2"
"United States of America","2000","Total","Both Sexes","Ann Arbor (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","114024","1,2"
"United States of America","2000","Total","Both Sexes","Ann Arbor (MI)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","283904","1,2"
"United States of America","2000","Total","Both Sexes","Arlington (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","332969","1,2,12"
"United States of America","2000","Total","Both Sexes","Arlington (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","189453","1,2,13"
"United States of America","2000","Total","Both Sexes","Arvada (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","102153","1,2,14"
"United States of America","2000","Total","Both Sexes","Athens (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","101489","1,2"
"United States of America","2000","Total","Both Sexes","Athens (GA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","106482","1,2"
"United States of America","2000","Total","Both Sexes","Atlanta (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","416474","1,2"
"United States of America","2000","Total","Both Sexes","Atlanta (GA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","3499840","1,2"
"United States of America","2000","Total","Both Sexes","Augusta (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","199775","1,2"
"United States of America","2000","Total","Both Sexes","Augusta (GA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","335630","1,2"
"United States of America","2000","Total","Both Sexes","Aurora (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","276393","1,2,14"
"United States of America","2000","Total","Both Sexes","Aurora (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","142990","1,2,15"
"United States of America","2000","Total","Both Sexes","Austin (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","656562","1,2"
"United States of America","2000","Total","Both Sexes","Austin (TX)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","901920","1,2"
"United States of America","2000","Total","Both Sexes","Bakersfield (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","247057","1,2"
"United States of America","2000","Total","Both Sexes","Bakersfield (CA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","396125","1,2"
"United States of America","2000","Total","Both Sexes","Baltimore (MD)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","651154","1,2"
"United States of America","2000","Total","Both Sexes","Baltimore (MD)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","2076354","1,2"
"United States of America","2000","Total","Both Sexes","Baton Rouge (LA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","227818","1,2"
"United States of America","2000","Total","Both Sexes","Baton Rouge (LA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","479019","1,2"
"United States of America","2000","Total","Both Sexes","Beaumont (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","113866","1,2"
"United States of America","2000","Total","Both Sexes","Beaumont (TX)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","139304","1,2"
"United States of America","2000","Total","Both Sexes","Bellevue (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","109569","1,2,16"
"United States of America","2000","Total","Both Sexes","Berkeley (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","102743","1,2,17"
"United States of America","2000","Total","Both Sexes","Birmingham (AL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","242820","1,2"
"United States of America","2000","Total","Both Sexes","Birmingham (AL)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","663615","1,2"
"United States of America","2000","Total","Both Sexes","Boise City (ID)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","185787","1,2"
"United States of America","2000","Total","Both Sexes","Boise City (ID)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","272625","1,2"
"United States of America","2000","Total","Both Sexes","Boston (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","589141","1,2"
"United States of America","2000","Total","Both Sexes","Boston (MA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","4032484","1,2"
"United States of America","2000","Total","Both Sexes","Boulder (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","1",""
"United States of America","2000","Total","Both Sexes","Bridgeport (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","139529","1,2"
"United States of America","2000","Total","Both Sexes","Bridgeport (CT)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","888890","1,2"
"United States of America","2000","Total","Both Sexes","Brownsville (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","139722","1,2"
"United States of America","2000","Total","Both Sexes","Brownsville (TX)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","165776","1,2"
"United States of America","2000","Total","Both Sexes","Buffalo (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","292648","1,2"
"United States of America","2000","Total","Both Sexes","Buffalo (NY)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","976703","1,2"
"United States of America","2000","Total","Both Sexes","Burbank (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","100316","1,2,11"
"United States of America","2000","Total","Both Sexes","Cambridge (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","101355","1,2,18"
"United States of America","2000","Total","Both Sexes","Cape Coral (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","102286","1,2"
"United States of America","2000","Total","Both Sexes","Cape Coral (FL)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","329757","1,2"
"United States of America","2000","Total","Both Sexes","Carrollton (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","109576","1,2,12"
"United States of America","2000","Total","Both Sexes","Cedar Rapids (IA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","120758","1,2"
"United States of America","2000","Total","Both Sexes","Cedar Rapids (IA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","155334","1,2"
"United States of America","2000","Total","Both Sexes","Centennial (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","1",""
"United States of America","2000","Total","Both Sexes","Chandler (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","176581","1,2,19"
"United States of America","2000","Total","Both Sexes","Charlotte (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","540828","1,2"
"United States of America","2000","Total","Both Sexes","Charlotte (NC)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","758927","1,2"
"United States of America","2000","Total","Both Sexes","Chattanooga (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","155554","1,2"
"United States of America","2000","Total","Both Sexes","Chattanooga (TN)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","343509","1,2"
"United States of America","2000","Total","Both Sexes","Chesapeake (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","199184","1,2,20"
"United States of America","2000","Total","Both Sexes","Chicago (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","2896016","1,2"
"United States of America","2000","Total","Both Sexes","Chicago (IL)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","8307904","1,2"
"United States of America","2000","Total","Both Sexes","Chula Vista (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","173556","1,2,21"
"United States of America","2000","Total","Both Sexes","Cincinnati (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","331285","1,2"
"United States of America","2000","Total","Both Sexes","Cincinnati (OH)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","1503262","1,2"
"United States of America","2000","Total","Both Sexes","Clarksville (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","103455","1,2"
"United States of America","2000","Total","Both Sexes","Clarksville (TN)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","121775","1,2"
"United States of America","2000","Total","Both Sexes","Clearwater (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","108787","1,2,22"
"United States of America","2000","Total","Both Sexes","Cleveland (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","478403","1,2"
"United States of America","2000","Total","Both Sexes","Cleveland (OH)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","1786647","1,2"
"United States of America","2000","Total","Both Sexes","Colorado Springs (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","360890","1,2,23"
"United States of America","2000","Total","Both Sexes","Colorado Springs (CO)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","466122","1,2,23"
"United States of America","2000","Total","Both Sexes","Columbia (SC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","116278","1,2"
"United States of America","2000","Total","Both Sexes","Columbia (SC)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","420537","1,2"
"United States of America","2000","Total","Both Sexes","Columbus (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","186291","1,2"
"United States of America","2000","Total","Both Sexes","Columbus (GA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","242324","1,2"
"United States of America","2000","Total","Both Sexes","Columbus (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","711470","1,2"
"United States of America","2000","Total","Both Sexes","Columbus (OH)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","1133193","1,2"
"United States of America","2000","Total","Both Sexes","Concord (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","121780","1,2"
"United States of America","2000","Total","Both Sexes","Concord (CA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","552624","1,2"
"United States of America","2000","Total","Both Sexes","Coral Springs (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","117549","1,2,23"
"United States of America","2000","Total","Both Sexes","Corona (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","124966","1,2,24"
"United States of America","2000","Total","Both Sexes","Corpus Christi (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","277454","1,2"
"United States of America","2000","Total","Both Sexes","Corpus Christi (TX)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","293925","1,2"
"United States of America","2000","Total","Both Sexes","Costa Mesa (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","108724","1,2,11"
"United States of America","2000","Total","Both Sexes","Dallas (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","1188580","1,2"
"United States of America","2000","Total","Both Sexes","Dallas (TX)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","4145659","1,2"
"United States of America","2000","Total","Both Sexes","Daly City (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","103621","1,2,17"
"United States of America","2000","Total","Both Sexes","Dayton (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","166179","1,2"
"United States of America","2000","Total","Both Sexes","Dayton (OH)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","703444","1,2"
"United States of America","2000","Total","Both Sexes","Denver (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","554636","1,2"
"United States of America","2000","Total","Both Sexes","Denver (CO)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","1984887","1,2"
"United States of America","2000","Total","Both Sexes","Des Moines (IA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","198682","1,2"
"United States of America","2000","Total","Both Sexes","Des Moines (IA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","370505","1,2"
"United States of America","2000","Total","Both Sexes","Detroit (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","951270","1,2"
"United States of America","2000","Total","Both Sexes","Detroit (MI)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","3903377","1,2"
"United States of America","2000","Total","Both Sexes","Downey (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","107323","1,2,11"
"United States of America","2000","Total","Both Sexes","Durham (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","187035","1,2"
"United States of America","2000","Total","Both Sexes","Durham (NC)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","287796","1,2"
"United States of America","2000","Total","Both Sexes","El Monte (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","115965","1,2,11"
"United States of America","2000","Total","Both Sexes","El Paso (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","563662","1,2"
"United States of America","2000","Total","Both Sexes","El Paso (TX)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","674801","1,2"
"United States of America","2000","Total","Both Sexes","Elizabeth (NJ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","120568","1,2,25"
"United States of America","2000","Total","Both Sexes","Erie (PA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","103717","1,2"
"United States of America","2000","Total","Both Sexes","Erie (PA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","194804","1,2"
"United States of America","2000","Total","Both Sexes","Escondido (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","133559","1,2,21"
"United States of America","2000","Total","Both Sexes","Eugene (OR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","137893","1,2"
"United States of America","2000","Total","Both Sexes","Eugene (OR)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","224049","1,2"
"United States of America","2000","Total","Both Sexes","Evansville (IN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","121582","1,2"
"United States of America","2000","Total","Both Sexes","Evansville (IN)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","211989","1,2"
"United States of America","2000","Total","Both Sexes","Fayetteville (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","121015","1,2"
"United States of America","2000","Total","Both Sexes","Fayetteville (NC)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","172585","1,2"
"United States of America","2000","Total","Both Sexes","Flint (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","124943","1,2"
"United States of America","2000","Total","Both Sexes","Flint (MI)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","365096","1,2"
"United States of America","2000","Total","Both Sexes","Fontana (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","128929","1,2"
"United States of America","2000","Total","Both Sexes","Fort Collins (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","118652","1,2"
"United States of America","2000","Total","Both Sexes","Fort Collins (CO)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","206633","1,2"
"United States of America","2000","Total","Both Sexes","Fort Lauderdale (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","152397","1,2,23"
"United States of America","2000","Total","Both Sexes","Fort Wayne (IN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","205727","1,2"
"United States of America","2000","Total","Both Sexes","Fort Wayne (IN)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","287759","1,2"
"United States of America","2000","Total","Both Sexes","Fort Worth (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","534694","1,2,12"
"United States of America","2000","Total","Both Sexes","Fremont (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","203413","1,2,17"
"United States of America","2000","Total","Both Sexes","Fresno (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","427652","1,2"
"United States of America","2000","Total","Both Sexes","Fresno (CA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","554923","1,2"
"United States of America","2000","Total","Both Sexes","Frisco (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","1",""
"United States of America","2000","Total","Both Sexes","Fullerton (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","126003","1,2,11"
"United States of America","2000","Total","Both Sexes","Garden Grove (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","165196","1,2,11"
"United States of America","2000","Total","Both Sexes","Garland (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","215768","1,2,12"
"United States of America","2000","Total","Both Sexes","Gary (IN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","102746","1,2,15"
"United States of America","2000","Total","Both Sexes","Gilbert (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","109697","1,2,19"
"United States of America","2000","Total","Both Sexes","Glendale (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","218812","1,2,19"
"United States of America","2000","Total","Both Sexes","Glendale (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","194973","1,2,11"
"United States of America","2000","Total","Both Sexes","Grand Prairie (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","127427","1,2,12"
"United States of America","2000","Total","Both Sexes","Grand Rapids (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","197800","1,2"
"United States of America","2000","Total","Both Sexes","Grand Rapids (MI)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","539080","1,2"
"United States of America","2000","Total","Both Sexes","Green Bay (WI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","102313","1,2"
"United States of America","2000","Total","Both Sexes","Green Bay (WI)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","187316","1,2"
"United States of America","2000","Total","Both Sexes","Greensboro (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","223891","1,2"
"United States of America","2000","Total","Both Sexes","Greensboro (NC)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","267884","1,2"
"United States of America","2000","Total","Both Sexes","Hampton (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","146437","1,2,20"
"United States of America","2000","Total","Both Sexes","Hartford (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","121578","1,2"
"United States of America","2000","Total","Both Sexes","Hartford (CT)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","851535","1,2"
"United States of America","2000","Total","Both Sexes","Hayward (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","140030","1,2,17"
"United States of America","2000","Total","Both Sexes","Henderson (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","175381","1,2,26"
"United States of America","2000","Total","Both Sexes","Hialeah (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","226419","1,2,23"
"United States of America","2000","Total","Both Sexes","Hollywood (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","139357","1,2,23"
"United States of America","2000","Total","Both Sexes","Honolulu (HI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","371657","1,2"
"United States of America","2000","Total","Both Sexes","Honolulu (HI)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","718182","1,2"
"United States of America","2000","Total","Both Sexes","Houston (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","1953631","1,2"
"United States of America","2000","Total","Both Sexes","Houston (TX)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","3822509","1,2"
"United States of America","2000","Total","Both Sexes","Huntington Beach (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","189594","1,2,11"
"United States of America","2000","Total","Both Sexes","Huntsville (AL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","158216","1,2"
"United States of America","2000","Total","Both Sexes","Huntsville (AL)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","213253","1,2"
"United States of America","2000","Total","Both Sexes","Independence (MO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","113288","1,2,27"
"United States of America","2000","Total","Both Sexes","Indianapolis (IN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","791926","1,2"
"United States of America","2000","Total","Both Sexes","Indianapolis (IN)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","1218919","1,2"
"United States of America","2000","Total","Both Sexes","Inglewood (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","112580","1,2,11"
"United States of America","2000","Total","Both Sexes","Irvine (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","143072","1,2,11"
"United States of America","2000","Total","Both Sexes","Irving (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","191615","1,2,12"
"United States of America","2000","Total","Both Sexes","Jackson (MS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","184256","1,2"
"United States of America","2000","Total","Both Sexes","Jackson (MS)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","292637","1,2"
"United States of America","2000","Total","Both Sexes","Jacksonville (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","735617","1,2"
"United States of America","2000","Total","Both Sexes","Jacksonville (FL)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","882295","1,2"
"United States of America","2000","Total","Both Sexes","Jersey City (NJ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","240055","1,2,25"
"United States of America","2000","Total","Both Sexes","Joliet (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","106221","1,2,15"
"United States of America","2000","Total","Both Sexes","Kansas City (KS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","146866","1,2,27"
"United States of America","2000","Total","Both Sexes","Kansas City (MO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","441545","1,2"
"United States of America","2000","Total","Both Sexes","Kansas City (MO)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","1361744","1,2"
"United States of America","2000","Total","Both Sexes","Knoxville (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","173890","1,2"
"United States of America","2000","Total","Both Sexes","Knoxville (TN)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","419830","1,2"
"United States of America","2000","Total","Both Sexes","Lafayette (LA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","110257","1,2"
"United States of America","2000","Total","Both Sexes","Lafayette (LA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","178079","1,2"
