"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"United States of America","2000","Total","Male","Portland (OR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","261565","1,2"
"United States of America","2000","Total","Male","Portland (OR)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","782186","1,2"
"United States of America","2000","Total","Male","Portsmouth (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","48583","1,2,20"
"United States of America","2000","Total","Male","Providence (RI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","83035","1,2"
"United States of America","2000","Total","Male","Providence (RI)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","562552","1,2"
"United States of America","2000","Total","Male","Provo (UT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","50572","1,2"
"United States of America","2000","Total","Male","Provo (UT)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","149740","1,2"
"United States of America","2000","Total","Male","Pueblo (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","49442","1,2"
"United States of America","2000","Total","Male","Pueblo (CO)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","60082","1,2"
"United States of America","2000","Total","Male","Raleigh (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","136648","1,2"
"United States of America","2000","Total","Male","Raleigh (NC)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","268248","1,2"
"United States of America","2000","Total","Male","Rancho Cucamonga (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","63895","1,2,11"
"United States of America","2000","Total","Male","Reno (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","92254","1,2"
"United States of America","2000","Total","Male","Reno (NV)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","153751","1,2"
"United States of America","2000","Total","Male","Richmond (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","92068","1,2"
"United States of America","2000","Total","Male","Richmond (VA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","388082","1,2"
"United States of America","2000","Total","Male","Riverside (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","125705","1,2"
"United States of America","2000","Total","Male","Riverside (CA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","744245","1,2"
"United States of America","2000","Total","Male","Rochester (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","105083","1,2"
"United States of America","2000","Total","Male","Rochester (NY)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","333601","1,2"
"United States of America","2000","Total","Male","Rockford (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","72384","1,2"
"United States of America","2000","Total","Male","Rockford (IL)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","132078","1,2"
"United States of America","2000","Total","Male","Sacramento (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","197784","1,2"
"United States of America","2000","Total","Male","Sacramento (CA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","679713","1,2"
"United States of America","2000","Total","Male","Salem (OR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","68752","1,2"
"United States of America","2000","Total","Male","Salem (OR)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","103225","1,2"
"United States of America","2000","Total","Male","Salinas (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","80361","1,2"
"United States of America","2000","Total","Male","Salinas (CA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","94641","1,2"
"United States of America","2000","Total","Male","Salt Lake City (UT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","92045","1,2"
"United States of America","2000","Total","Male","Salt Lake City (UT)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","447308","1,2"
"United States of America","2000","Total","Male","San Antonio (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","553245","1,2"
"United States of America","2000","Total","Male","San Antonio (TX)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","644527","1,2"
"United States of America","2000","Total","Male","San Bernardino (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","91150","1,2,24"
"United States of America","2000","Total","Male","San Buenaventura (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","49654","1,2,31"
"United States of America","2000","Total","Male","San Diego (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","616884","1,2"
"United States of America","2000","Total","Male","San Diego (CA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","1340333","1,2"
"United States of America","2000","Total","Male","San Francisco (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","394828","1,2"
"United States of America","2000","Total","Male","San Francisco (CA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","1483586","1,2"
"United States of America","2000","Total","Male","San Jose (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","454798","1,2"
"United States of America","2000","Total","Male","San Jose (CA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","780426","1,2"
"United States of America","2000","Total","Male","Santa Ana (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","175219","1,2,11"
"United States of America","2000","Total","Male","Santa Clara (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","52086","1,2,32"
"United States of America","2000","Total","Male","Santa Clarita (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","74764","1,2"
"United States of America","2000","Total","Male","Santa Clarita (CA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","84389","1,2"
"United States of America","2000","Total","Male","Santa Rosa (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","72078","1,2"
"United States of America","2000","Total","Male","Santa Rosa (CA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","139279","1,2"
"United States of America","2000","Total","Male","Savannah (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","62039","1,2"
"United States of America","2000","Total","Male","Savannah (GA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","100295","1,2"
"United States of America","2000","Total","Male","Scottsdale (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","97785","1,2,19"
"United States of America","2000","Total","Male","Seattle (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","280973","1,2"
"United States of America","2000","Total","Male","Seattle (WA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","1348157","1,2"
"United States of America","2000","Total","Male","Shreveport (LA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","93333","1,2"
"United States of America","2000","Total","Male","Shreveport (LA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","129928","1,2"
"United States of America","2000","Total","Male","Simi Valley (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","55098","1,2"
"United States of America","2000","Total","Male","Simi Valley (CA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","55613","1,2"
"United States of America","2000","Total","Male","Sioux Falls (SD)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","61120","1,2"
"United States of America","2000","Total","Male","Sioux Falls (SD)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","61294","1,2"
"United States of America","2000","Total","Male","South Bend (IN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","51383","1,2"
"United States of America","2000","Total","Male","South Bend (IN)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","133001","1,2"
"United States of America","2000","Total","Male","Spokane (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","94267","1,2"
"United States of America","2000","Total","Male","Spokane (WA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","162346","1,2"
"United States of America","2000","Total","Male","Springfield (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","52370","1,2"
"United States of America","2000","Total","Male","Springfield (IL)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","72705","1,2"
"United States of America","2000","Total","Male","Springfield (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","71802","1,2"
"United States of America","2000","Total","Male","Springfield (MA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","275874","1,2"
"United States of America","2000","Total","Male","Springfield (MO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","73016","1,2"
"United States of America","2000","Total","Male","Springfield (MO)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","103722","1,2"
"United States of America","2000","Total","Male","St. Louis (MO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","163567","1,2"
"United States of America","2000","Total","Male","St. Louis (MO)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","989609","1,2"
"United States of America","2000","Total","Male","St. Paul (MN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","138863","1,2"
"United States of America","2000","Total","Male","St. Petersburg (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","118411","1,2,22"
"United States of America","2000","Total","Male","Stamford (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","56622","1,2"
"United States of America","2000","Total","Male","Sterling Heights (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","60970","1,2,28"
"United States of America","2000","Total","Male","Stockton (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","118751","1,2"
"United States of America","2000","Total","Male","Stockton (CA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","154676","1,2"
"United States of America","2000","Total","Male","Sunnyvale (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","67783","1,2,32"
"United States of America","2000","Total","Male","Syracuse (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","69308","1,2"
"United States of America","2000","Total","Male","Syracuse (NY)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","191058","1,2"
"United States of America","2000","Total","Male","Tacoma (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","94419","1,2,16"
"United States of America","2000","Total","Male","Tallahassee (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","71137","1,2"
"United States of America","2000","Total","Male","Tallahassee (FL)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","96906","1,2"
"United States of America","2000","Total","Male","Tampa (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","148050","1,2"
"United States of America","2000","Total","Male","Tampa (FL)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","993534","1,2"
"United States of America","2000","Total","Male","Tempe (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","81942","1,2,19"
"United States of America","2000","Total","Male","Thousand Oaks (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","57440","1,2"
"United States of America","2000","Total","Male","Thousand Oaks (CA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","103703","1,2"
"United States of America","2000","Total","Male","Toledo (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","150204","1,2"
"United States of America","2000","Total","Male","Toledo (OH)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","241733","1,2"
"United States of America","2000","Total","Male","Topeka (KS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","58759","1,2"
"United States of America","2000","Total","Male","Topeka (KS)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","68617","1,2"
"United States of America","2000","Total","Male","Torrance (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","67087","1,2,11"
"United States of America","2000","Total","Male","Tucson (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","238408","1,2"
"United States of America","2000","Total","Male","Tucson (AZ)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","349836","1,2"
"United States of America","2000","Total","Male","Tulsa (OK)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","189937","1,2"
"United States of America","2000","Total","Male","Tulsa (OK)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","270413","1,2"
"United States of America","2000","Total","Male","Vallejo (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","56553","1,2"
"United States of America","2000","Total","Male","Vallejo (CA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","77207","1,2"
"United States of America","2000","Total","Male","Vancouver (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","70644","1,2,33"
"United States of America","2000","Total","Male","Virginia Beach (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","210524","1,2"
"United States of America","2000","Total","Male","Virginia Beach (VA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","686732","1,2"
"United States of America","2000","Total","Male","Waco (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","54295","1,2"
"United States of America","2000","Total","Male","Waco (TX)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","73707","1,2"
"United States of America","2000","Total","Male","Warren (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","67560","1,2,28"
"United States of America","2000","Total","Male","WASHINGTON (DC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","269366","1,2"
"United States of America","2000","Total","Male","WASHINGTON (DC)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","1909345","1,2"
"United States of America","2000","Total","Male","Waterbury (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","50781","1,2"
"United States of America","2000","Total","Male","Waterbury (CT)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","90406","1,2"
"United States of America","2000","Total","Male","West Covina (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","51019","1,2,11"
"United States of America","2000","Total","Male","West Valley City (UT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","55078","1,2,34"
"United States of America","2000","Total","Male","Westminster (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","50509","1,2,14"
"United States of America","2000","Total","Male","Wichita (KS)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","169604","1,2"
"United States of America","2000","Total","Male","Wichita (KS)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","208080","1,2"
"United States of America","2000","Total","Male","Wichita Falls (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","53657","1,2"
"United States of America","2000","Total","Male","Winston-Salem (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","87345","1,2"
"United States of America","2000","Total","Male","Winston-Salem (NC)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","142748","1,2"
"United States of America","2000","Total","Male","Worcester (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","82914","1,2"
"United States of America","2000","Total","Male","Worcester (MA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","207809","1,2"
"United States of America","2000","Total","Male","Yonkers (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","92132","1,2,25"
"United States of America","2000","Total","Female","Abilene (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","57401","1,2"
"United States of America","2000","Total","Female","Akron (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","113404","1,2"
"United States of America","2000","Total","Female","Akron (OH)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","296436","1,2"
"United States of America","2000","Total","Female","Albuquerque (NM)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","230720","1,2"
"United States of America","2000","Total","Female","Albuquerque (NM)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","306811","1,2"
"United States of America","2000","Total","Female","Alexandria (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","66309","1,2"
"United States of America","2000","Total","Female","Allentown (PA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","55595","1,2"
"United States of America","2000","Total","Female","Allentown (PA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","298904","1,2"
"United States of America","2000","Total","Female","Amarillo (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","90257","1,2"
"United States of America","2000","Total","Female","Amarillo (TX)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","90951","1,2"
"United States of America","2000","Total","Female","Anaheim (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","163956","1,2,11"
"United States of America","2000","Total","Female","Anchorage (AK)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","128615","1,2"
"United States of America","2000","Total","Female","Ann Arbor (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","57672","1,2"
"United States of America","2000","Total","Female","Ann Arbor (MI)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","143895","1,2"
"United States of America","2000","Total","Female","Arlington (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","166504","1,2,12"
"United States of America","2000","Total","Female","Arlington (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","94010","1,2,13"
"United States of America","2000","Total","Female","Arvada (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","52132","1,2,14"
"United States of America","2000","Total","Female","Athens (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","51957","1,2"
"United States of America","2000","Total","Female","Athens (GA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","54602","1,2"
"United States of America","2000","Total","Female","Atlanta (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","209749","1,2"
"United States of America","2000","Total","Female","Atlanta (GA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","1773308","1,2"
"United States of America","2000","Total","Female","Augusta (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","103400","1,2"
"United States of America","2000","Total","Female","Augusta (GA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","174142","1,2"
"United States of America","2000","Total","Female","Aurora (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","139492","1,2,14"
"United States of America","2000","Total","Female","Aurora (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","70970","1,2,15"
"United States of America","2000","Total","Female","Austin (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","318993","1,2"
"United States of America","2000","Total","Female","Austin (TX)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","442335","1,2"
"United States of America","2000","Total","Female","Bakersfield (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","126952","1,2"
"United States of America","2000","Total","Female","Bakersfield (CA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","202290","1,2"
"United States of America","2000","Total","Female","Baltimore (MD)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","347467","1,2"
"United States of America","2000","Total","Female","Baltimore (MD)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","1084055","1,2"
"United States of America","2000","Total","Female","Baton Rouge (LA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","119563","1,2"
"United States of America","2000","Total","Female","Baton Rouge (LA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","249184","1,2"
"United States of America","2000","Total","Female","Beaumont (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","59724","1,2"
"United States of America","2000","Total","Female","Beaumont (TX)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","73119","1,2"
"United States of America","2000","Total","Female","Bellevue (WA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","55222","1,2,16"
"United States of America","2000","Total","Female","Berkeley (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","52287","1,2,17"
"United States of America","2000","Total","Female","Birmingham (AL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","130774","1,2"
"United States of America","2000","Total","Female","Birmingham (AL)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","351675","1,2"
"United States of America","2000","Total","Female","Boise City (ID)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","93773","1,2"
"United States of America","2000","Total","Female","Boise City (ID)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","137181","1,2"
"United States of America","2000","Total","Female","Boston (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","305553","1,2"
"United States of America","2000","Total","Female","Boston (MA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","2088960","1,2"
"United States of America","2000","Total","Female","Bridgeport (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","72975","1,2"
"United States of America","2000","Total","Female","Bridgeport (CT)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","460933","1,2"
"United States of America","2000","Total","Female","Brownsville (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","73939","1,2"
"United States of America","2000","Total","Female","Brownsville (TX)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","87223","1,2"
"United States of America","2000","Total","Female","Buffalo (NY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","155205","1,2"
"United States of America","2000","Total","Female","Buffalo (NY)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","514192","1,2"
"United States of America","2000","Total","Female","Burbank (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","51681","1,2,11"
"United States of America","2000","Total","Female","Cambridge (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","51681","1,2,18"
"United States of America","2000","Total","Female","Cape Coral (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","52702","1,2"
"United States of America","2000","Total","Female","Cape Coral (FL)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","169723","1,2"
"United States of America","2000","Total","Female","Carrollton (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","55301","1,2,12"
"United States of America","2000","Total","Female","Cedar Rapids (IA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","61925","1,2"
"United States of America","2000","Total","Female","Cedar Rapids (IA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","79648","1,2"
"United States of America","2000","Total","Female","Chandler (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","88441","1,2,19"
"United States of America","2000","Total","Female","Charlotte (NC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","275850","1,2"
"United States of America","2000","Total","Female","Charlotte (NC)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","386033","1,2"
"United States of America","2000","Total","Female","Chattanooga (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","82184","1,2"
"United States of America","2000","Total","Female","Chattanooga (TN)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","180007","1,2"
"United States of America","2000","Total","Female","Chesapeake (VA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","102456","1,2,20"
"United States of America","2000","Total","Female","Chicago (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","1490909","1,2"
"United States of America","2000","Total","Female","Chicago (IL)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","4252891","1,2"
"United States of America","2000","Total","Female","Chula Vista (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","89319","1,2,21"
"United States of America","2000","Total","Female","Cincinnati (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","174928","1,2"
"United States of America","2000","Total","Female","Cincinnati (OH)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","778014","1,2"
"United States of America","2000","Total","Female","Clarksville (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","51505","1,2"
"United States of America","2000","Total","Female","Clarksville (TN)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","58509","1,2"
"United States of America","2000","Total","Female","Clearwater (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","56722","1,2,22"
"United States of America","2000","Total","Female","Cleveland (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","251853","1,2"
"United States of America","2000","Total","Female","Cleveland (OH)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","937142","1,2"
"United States of America","2000","Total","Female","Colorado Springs (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","182421","1,2,23"
"United States of America","2000","Total","Female","Colorado Springs (CO)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","232426","1,2,23"
"United States of America","2000","Total","Female","Columbia (SC)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","59279","1,2"
"United States of America","2000","Total","Female","Columbia (SC)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","218105","1,2"
"United States of America","2000","Total","Female","Columbus (GA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","95674","1,2"
"United States of America","2000","Total","Female","Columbus (GA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","122915","1,2"
"United States of America","2000","Total","Female","Columbus (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","365592","1,2"
"United States of America","2000","Total","Female","Columbus (OH)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","582128","1,2"
"United States of America","2000","Total","Female","Concord (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","61633","1,2"
"United States of America","2000","Total","Female","Concord (CA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","282437","1,2"
"United States of America","2000","Total","Female","Coral Springs (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","60298","1,2,23"
"United States of America","2000","Total","Female","Corona (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","63117","1,2,24"
"United States of America","2000","Total","Female","Corpus Christi (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","141882","1,2"
"United States of America","2000","Total","Female","Corpus Christi (TX)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","150221","1,2"
"United States of America","2000","Total","Female","Costa Mesa (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","53030","1,2,11"
"United States of America","2000","Total","Female","Dallas (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","589589","1,2"
"United States of America","2000","Total","Female","Dallas (TX)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","2082543","1,2"
"United States of America","2000","Total","Female","Daly City (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","52650","1,2,17"
"United States of America","2000","Total","Female","Dayton (OH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","86037","1,2"
"United States of America","2000","Total","Female","Dayton (OH)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","364971","1,2"
"United States of America","2000","Total","Female","Denver (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","274429","1,2"
"United States of America","2000","Total","Female","Denver (CO)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","993461","1,2"
"United States of America","2000","Total","Female","Des Moines (IA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","102525","1,2"
"United States of America","2000","Total","Female","Des Moines (IA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","191011","1,2"
"United States of America","2000","Total","Female","Detroit (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","502951","1,2"
"United States of America","2000","Total","Female","Detroit (MI)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","2014240","1,2"
"United States of America","2000","Total","Female","Downey (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","55147","1,2,11"
