time,city,state,shape,duration,summary,posted,lat,lon
01/08/2007 19:00,Louisville,AR,Light,15 minutes,"White light viewed South of Louisville AR, East of HW 29.  Light came on for a few seconds at a time.",02/01/2007,38.2526647,-85.7584557
01/01/2007 19:00,Magnolia,AR,Unknown,5 minutes,Unidentified aircraft playing tag in the night sky over Magnolia Arkansas,02/01/2007,31.1245773,-99.3266713
12/12/2006 03:35,Gentry,AR,Triangle,4-7 mins,Silent triangle,12/14/2006,36.2675793,-94.4846601
12/10/2006 20:00,Marked Tree,AR,Chevron,30 seconds,black  chevron with at least 5 amber colored lights.,02/01/2007,35.5328594,-90.4206578
12/10/2006 20:00,Trumann,AR,Chevron,30 seconds,"Black chevron with at least 5 amber lights seen on Hwy. 63N  at  8 pm near Trumann, Arkansas",12/14/2006,35.6736895,-90.5073285
12/03/2006 22:00,Eldorado,AR,Other,hours,ufo blows up leaves void then returns to original white light.  ((NUFORC Note:  Possibly a sighting of Sirius.  PD)),12/07/2006,30.8601745,-100.6009299
11/30/2006 04:00,Lake Village,AR,Triangle,3 min.,two air craft one known the other?  ((NUFORC Note:  Report appears to be unrelated to UFO activity.  PD)),12/07/2006,33.3314091,-91.2842212
11/15/2006 09:00,Mount Ida,AR,Changing,45 mins.,Large silver dome shaped object coming up between ridge ane mountain in back yard.  Once in the air changed to a cylinder shape. Change,02/01/2007,34.5567637,-93.6340814
11/09/2006 19:50,Little Rock,AR,Unknown,Too Long,"HTRUFOR's spotted everywhere.  ((NUFORC Note:  We, too, wish that the quality of many of the reports we receive were higher.  PD))",12/07/2006,34.7464809,-92.2895948
10/11/2006 09:00,LittleRock,AR,Oval,10 minutes,The first object was shaped like an oval and appeared coming out the southwest traveling in an eastern direction this object appeared t,10/30/2006,34.521104,-117.9836793
10/10/2006 19:00,Unsure,AR,Fireball,a few seconds,Extreme sound with trails and orange red blue hues to it.  The trails were bright bright white.,12/07/2006,44.7542355,-75.4720146
10/03/2006 20:15,Garfield,AR,Unknown,about 45 sec.,2 LIIGHTS OVER BEAVER LAKE.,10/30/2006,39.6584775,-107.763621
09/28/2006 23:00,El Dorado,AR,Triangle,10 sec,"We saw a kite shaped object with lights shaped like a V,no sound flew very low.",10/30/2006,33.20763,-92.6662674
08/19/2006 21:00,Kibler,AR,Light,7 seconds,bright light over arkansas lock and dam 13,10/30/2006,35.4303663,-94.231598
08/15/2006 00:30,Russellville,AR,Unknown,10 seconds,Line of red lights drifting  over south side of Crow Mountain,10/30/2006,35.2784173,-93.1337856
08/07/2006 05:10,Wynne,AR,Light,2 - 4 minutes,Fast moving light,10/30/2006,35.224533,-90.7867798
07/24/2006 23:45,Searcy,AR,Oval,30 seconds,"Two peach colored pointed-oval objects wobble over Searcy, Arkansas travelling due east.",10/30/2006,35.2468204,-91.7336846
05/27/2006 01:00,Pocahontas,AR,Oval,1 hour,Apparently intelligently controled objects spotted in Pocahontas Arkansas,07/16/2006,36.2614554,-90.971233
05/18/2006 22:00,Fort Smith,AR,Circle,20 minutes,Orange lights seen from southern Fort Smith. Fort Chaffee military flares or UFOs ?,07/16/2006,35.3859242,-94.3985475
05/17/2006 22:30,Littlerock,AR,Light,50 seconds,It came out of the east traveling north the object was bright orange but had some white light and the craft seemed to pulsate.,07/16/2006,34.521104,-117.9836793
05/12/2006 18:00,Little Rock,AR,Circle,30 seconds,Well i was standing in my back yard when i saw the object approach from the south traveling north at a very high rate of speed. The thi,05/15/2006,34.7464809,-92.2895948
05/09/2006 16:00,Fayetteville,AR,Cigar,10 minutes,A red cigar-shaped UFO with a glow around it flys up into the sky,05/15/2006,35.0526641,-78.8783585
04/16/2006 19:00,Little Rock,AR,Fireball,45-60 seconds,The four of us were stargazing after closing up the bookstore. When from the west we notice a object coming towards us at first we thou,05/15/2006,34.7464809,-92.2895948
04/09/2006 21:00,Little Rock,AR,Light,1-2 min,Bright light,05/15/2006,34.7464809,-92.2895948
03/25/2006 04:45,Summers,AR,Flash,4-5 sec,blue flash of light lit up the sky,05/15/2006,35.978619,-94.4913867
03/25/2006 04:45,Prairie Grove,AR,Flash,4-5 sec,blue flash of light that lit up the whole sky,05/15/2006,35.9759145,-94.3177103
03/03/2006 06:00,Fayetteville,AR,Disk,seconds,"saw it through my car sunroof, zipped away",05/15/2006,35.0526641,-78.8783585
02/23/2006 20:00,Norfork,AR,Light,30 sec,Fast moving bright start-like object,03/11/2006,36.2095132,-92.284323
02/23/2006 18:32,West Little Rock,AR,Light,4 minutes,"Bright bulging light moving like hot air balloon on fire, except it reversed its course superfast!",03/11/2006,34.7464809,-92.2895948
02/15/2006 06:00,Crumrod,AR,Disk,,"Driving alone at night , then very bright lights invade on you while driving",03/11/2006,34.148716,-90.9817766
01/27/2006 19:00,Ferndale,AR,Unknown,2 hours,Strange cloud with pulsating greenish lights moving in a circular pattern within that cloud.,02/14/2006,42.4605917,-83.1346478
01/04/2006 16:50,Little Rock,AR,Oval,5 or 6 seconds,"Solid, orange ,oval shaped object seen moving through the sky. No noise or after effect accompanied it.",02/14/2006,34.7464809,-92.2895948
12/10/2005 20:00,Maumelle,AR,Cigar,10 minutes,I own a on location skytracker searchlight service.   I was looking in the sky at the beams..right at sundown...as this was a newer mac,03/19/2009,34.8667565,-92.4043219
10/22/2005 21:10,Little Rock,AR,,3-4 seconds,"My name is Fritz Hughes, I live in Little Rock AR. On Oct.22nd 2005 at approximately 9:10 pm CDT I was out on our back patio smoking a",11/03/2005,34.7464809,-92.2895948
10/13/2005 02:20,Siloam Springs,AR,Circle,3 min,"Saw 3 round lights appearing to be surround in fog, 2 following each other, one to the east..heading north, one wen NNE.",10/20/2005,36.1881365,-94.5404962
10/11/2005 03:20,Siloam Sprngs,AR,Circle,3 min,"Round light appeared to be surrounded by fog, approaced from south neaded NNE, changed speed, then turned sharply west.",10/20/2005,36.1881365,-94.5404962
10/08/2005 12:00,Chester,AR,Oval,5 minutes,"Shiny Silver Oval Object Over Chester, Arkansas",10/31/2008,53.193392,-2.893075
10/08/2005 02:00,Searcy,AR,Oval,3-4 minutes,"A ovular/circular object flew by me towards the south, almost stopped, slowly traveled for a few minutes, shot away, and then came back",10/20/2005,35.2468204,-91.7336846
10/07/2005 21:19,Lowell,AR,Triangle,,Triangular craft sighted in Lowell.,12/16/2005,42.6334247,-71.3161718
09/29/2005 20:45,Fayetteville,AR,Cigar,10 seconds,"Ultra black, cigar shaped object streaks across night sky over Fayetteville, Arkansas",10/11/2005,35.0526641,-78.8783585
09/18/2005 08:30,Snowball,AR,Oval,,"Gray Oval ,Bright orange square lights, viewed from open sky",10/11/2005,35.9064651,-92.8218344
08/12/2005 04:25,Fort Smith,AR,Oval,30 seconds,Oval lighted object made no noise as it rapidly flew overhead in sky.,09/02/2005,35.3859242,-94.3985475
08/05/2005 00:00,Fayetteville,AR,Teardrop,three hours,"seven craft of three different, unique shapes, observed over north fayetteville neighborhood.",06/20/2011,35.0526641,-78.8783585
07/14/2005 23:00,Alma,AR,Light,20-25 seconds,A light going fast in a straight line & jagged to the left once & then dissappeared,09/02/2005,43.3789199,-84.6597274
07/14/2005 00:00,Harrison,AR,Cross,32 min.,There were seven U.F.O. s that circled my house.,09/02/2005,30.432087,-89.0179332
07/05/2005 04:30,Cane Hill,AR,Flash,5-10 minutes,Blue flash turning green and lights up entire sky,04/27/2007,32.1895981,-92.0648569
07/03/2005 08:19,Conway,AR,Other,,The ufo that i saw had left a light trail when it dissapeared.  ((NUFORC Note:  Student report.  PD)),05/15/2006,35.0886963,-92.4421011
06/08/2005 22:15,Lowell,AR,Triangle,1+ minute,Large silent triangular craft sighted.,12/16/2005,42.6334247,-71.3161718
06/05/2005 01:30,Royal,AR,Light,3 or 4 seconds,Bright Blue/White Meteor-like Object Manuvering Over Arkansas,06/20/2005,44.3214254,-0.2433774
04/29/2005 18:30,North Little Rock,AR,Triangle,5 minutes,"Travelling home from Stuttgart, AR to North Little Rock, AR on US 65.  I had just passed into North Little Rock, AR city limits where U",05/11/2005,34.769536,-92.2670941
04/28/2005 02:00,Blytheville,AR,Changing,1 hour,"Stationary hovering object that changed in color, shape and magnitude.",10/20/2005,35.9272953,-89.9189753
04/26/2005 22:30,Fort Smith,AR,Disk,30 minutes,"6 circular objects seen over Ft. Smith @ 22:30 on April 26, 2005. Lights rotated ((NUFORC Note:  Possibly advertising lights??  PD))",05/11/2005,35.3859242,-94.3985475
04/17/2005 05:15,Goshen,AR,Circle,2 secs,"I spotted an orb heading NE,electric blue with a white ring around it.. It quickly dissappeared behind the clouds.",05/11/2005,41.5822716,-85.8344383
04/16/2005 07:00,Sherwood,AR,Sphere,15 minutes,5 spheres in NE direction of the sky,05/11/2005,34.8150907,-92.2243153
04/14/2005 23:00,Jasper,AR,Changing,45 min,"it was kind of traingular/x shaped blue and red flashing lights hovering,  ((NUFORC Note:  Possible sighting of Sirius??  PD))",04/16/2005,52.873056,-118.082222
04/13/2005 21:30,Bentonville,AR,Light,thirty minutes,Something happening over Northwest Arkansas,04/16/2005,36.3728538,-94.2088172
04/11/2005 23:15,Austin,AR,Fireball,2-3 seconds,"The meteorite flashed brightly, then streaked across the sky for 2-3 seconds before going dark.",04/16/2005,30.267153,-97.7430608
04/02/2005 05:00,Paragould,AR,Flash,4 minutes or  more,I was standing out side with my dog and caught a light flashing on the eastern sky in the distance.a red flashing light it darted side,04/16/2005,36.0584021,-90.4973286
03/25/2005 03:00,Rogers,AR,Rectangle,1 second,"gliding wing with no running lights, silent, primitive with many ringlets ontop leading edge.",05/11/2005,36.3320196,-94.1185366
03/09/2005 19:23,Coal Hill,AR,Light,approx. 10 minutes,"Return of orange lights in SW sky, different than previous sighting.",04/16/2005,35.4373073,-93.6729697
03/01/2005 19:50,Marked Tree,AR,Unknown,5 minutes?,"2 Ufo's spotted in two week period, identical",04/16/2005,35.5328594,-90.4206578
02/26/2005 00:00,Jonesboro,AR,Disk,3 min,it was fast bright and round with a spoon shape in the front of it,03/11/2006,35.8422967,-90.704279
02/24/2005 19:20,Coal Hill,AR,Light,30 minutes,Update to previous report of orange lights sighted in western Arkansas.,04/16/2005,35.4373073,-93.6729697
02/24/2005 19:20,Coal Hill,AR,Light,30 minutes,"Follow-up to report of orange lights sighted from Coal Hill, 02/24/05.Date 03/06/05. The acquisition of a detailed county map o",04/16/2005,35.4373073,-93.6729697
02/24/2005 19:20,Coal Hill,AR,Light,30 minutes,"Sporatic, flare-like, orange lights lasting for 2-3 seconds at an azimuth of roughly 240 to 250 degrees at an altitude of 10 to 20 degr",04/16/2005,35.4373073,-93.6729697
02/14/2005 09:30,Fort Smith,AR,Unknown,thirty minutes,it was like nothing of earth and it scared me shitless,02/22/2005,35.3859242,-94.3985475
12/26/2004 04:00,North Little Rock,AR,Other,~1 - 2 hours,"I remember being dropped off into my house.  I was so exhausted when I ""fell"" into my bed.",05/24/2005,34.769536,-92.2670941
12/02/2004 06:30,Pottsville,AR,Triangle,10 minutes,"lights,qiuet,slow drift,,""whats all theses strang lights flying around"".",12/03/2004,-28.3889761,153.5647846
11/25/2004 09:30,Fort Smith,AR,Circle,about 2 minutes,There were spinning lights and all of a sudden they just dissappered...wow.,05/24/2005,35.3859242,-94.3985475
11/07/2004 06:18,Batesville,AR,Triangle,10 minutes,shiny object hangs in sky 10 mintues.  ((NUFORC Note:  Venus??  PD)),11/09/2004,35.769799,-91.6409721
11/05/2004 23:20,Russellville,AR,Cylinder,8 sec,cylinder object flying silent just above tree tops,11/09/2004,35.2784173,-93.1337856
10/20/2004 21:00,Van Buren,AR,Disk,2 minutes,Large object with three huge orange shaped lights,10/27/2004,35.436756,-94.348268
10/18/2004 00:00,Searcy,AR,Light,10 min,"strange lights were ""dancing"" in the northe west corner of the sky.",10/27/2004,35.2468204,-91.7336846
10/13/2004 20:00,Mena,AR,Light,1 minute,"More sightings of Pop/Traveling Stars in Mena, Akansas's night skies",10/27/2004,34.5862171,-94.2396554
10/05/2004 21:00,Mena,AR,Light,a few seconds,Bright stars-like objects suddenly appear and them dim...bright star-like objects moving fast and then disappear,10/27/2004,34.5862171,-94.2396554
10/04/2004 20:00,Russellville,AR,Light,10 minutes,"This is in response to a similar report from Pottsville, AR that occurred on 12/2/04. On two occasions, I've sighted a similar object i",12/14/2004,35.2784173,-93.1337856
09/29/2004 23:30,Batesville,AR,Light,4 min.,A bright orange glow floated upward like a balloon but faster than a nearby plane then vanished. My sister and I watched it dissapear.,10/27/2004,35.769799,-91.6409721
09/11/2004 16:45,Little Rock (Lonoke),AR,Triangle,20 minutes,"Slow moving triangle over Little Rock, AR.",09/29/2004,34.769536,-92.2670941
09/07/2004 21:15,Fort Smith,AR,Triangle,2 Minutes,"Strange Very Large Trianglar Craft Floating Across the Late Evening Sky Over Fort Smith, Arkansas 09/07/04",09/09/2004,35.3859242,-94.3985475
08/25/2004 22:50,Social Hill,AR,Cigar,15 seconds,Cigar Shape flying north of the 92 mm on I-30 with a plane following.,09/01/2004,34.3320363,-92.9132276
07/21/2004 00:00,Little Rock,AR,Triangle,5 min,low flying triangle yellow circular lights humming noise little rock,08/24/2004,34.7464809,-92.2895948
07/07/2004 21:50,El Dorado,AR,Unknown,3-5 Sec.,7/7/04  Between 9:30-10:00 El Dorado AR  9:30-10:00  Unknown  3-5 seconds A large object with fire shooting from it.,07/25/2004,33.20763,-92.6662674
07/06/2004 22:40,Paragould,AR,Changing,6 seconds,Dancing lights merge and seperate while traveling west to east in a matter of seconds.,07/08/2004,36.0584021,-90.4973286
06/15/2004 22:00,Clarksville,AR,Oval,2 minutes,"I was outside on our deck with my wife looking for satellite's , sometimes we do this on really clear nights. after about 10 or 15 minu",05/24/2005,36.5297706,-87.3594528
06/05/2004 22:30,Jasper,AR,Triangle,30 seconds,Triangle formation of lights in the sky  ((NUFORC Note:  Report not inconsistent with U. S. Navy NOSS satellites.  PD)),06/18/2004,52.873056,-118.082222
05/26/2004 13:27,Westlake Village,AR,Disk,3 minutes,Strange very bright flashing disc over Thousand Oaks..,06/04/2004,34.1466467,-118.8073729
05/24/2004 21:45,Hagarville,AR,Light,15 seconds,Orange light skips through sky near nuclear plant.,06/04/2004,35.5154007,-93.3256099
05/17/2004 20:40,Batesville,AR,Light,4 minutes,"Orange Pulsating light over Ramsey Mountain, Batesville, Arkansas on May 17th, 2004 at approximately 8:40 pm in the western sky.",06/04/2004,35.769799,-91.6409721
05/10/2004 20:30,West Memphis,AR,Sphere,5 Min,I watched the sphere made a sharp left turn to the west while moving from the south to the north.,07/25/2004,35.1464797,-90.1845388
04/16/2004 11:00,Clarksville,AR,Changing,7min,three flying objects going fast in the sky in the middle of the day.,10/08/2007,36.5297706,-87.3594528
04/15/2004 22:11,Russelville,AR,Light,3-6 seconds,Multiple orange lights over a nuclear reactor.,04/27/2004,35.2784173,-93.1337856
04/15/2004 21:55,"I-40 West, mm 228",AR,Light,2 min.,Bright orange light changing to two dimmer white lights than back again.,08/11/2004,14.5279833,121.0612747
04/15/2004 11:00,Russellville,AR,Cylinder,60 - 70 mins,Long Cylinder shaped with one end slightly larger than the other that also came to a point.,04/27/2004,35.2784173,-93.1337856
04/07/2004 22:00,Fort Smith,AR,Changing,26 minutes,"My brother Jim whom is retired Air Force, thought he was showing me the north star, I went and got some binoculars and that is when we",04/27/2004,35.3859242,-94.3985475
03/14/2004 20:30,Little Rock,AR,Unknown,1 hour,Large intensely bright object low in shy some distance away  ((NUFORC Note:  Venus.  PD)),03/17/2004,34.7464809,-92.2895948
03/07/2004 22:00,Fountain Lake,AR,Light,25 min,A very bright aircraft hovering above the ground for about 25 minutes then it disappeared behind the mts.  ((NUFORC Note:  Sirius??),03/09/2004,34.6161855,-92.9204565
02/17/2004 05:45,on highway,AR,Sphere,10 minutes,"It was a very large red ball, no other lights, it looked like it was feeding.",03/02/2004,44.3495036,-75.9847414
02/07/2004 12:00,Pottsville,AR,Cylinder,5.00 min,a cylinder seen hovering about 2 miles north of russellville at crow mountian at about 5 to 10000 ft. on feb 7 2004 . also seen bright,03/02/2004,-28.3889761,153.5647846
12/28/2003 09:00,Little Rock,AR,Triangle,10 sec,Triangler lights spotted 15 miles south of Little Rock,01/17/2004,34.7464809,-92.2895948
12/19/2003 14:30,Hot Springs,AR,Other,:00.20 sec.,"THE OBJECT WAS LONG LIKE A AIRPLAIN , BUT HAD NO WINGS, ONLY SMALL PROTRUTIONS. IT WAS ALL BLACK , WITH NO LIGHT REFLECTION. NO SOUND.",01/17/2004,34.5037004,-93.0551795
11/23/2003 00:00,Cabot,AR,Formation,3mm,large fast  formation in the sky.,11/26/2003,34.974532,-92.0165336
11/19/2003 02:30,Magnolia,AR,Triangle,30 Seconds,Triangle Craft spins overhead and then speeds away.,05/24/2005,31.1245773,-99.3266713
11/18/2003 23:45,Pine Bluff,AR,Light,7 seconds,light ufo seen on arkansas highway between Little Rock and Pine Bluff appearing to land in nearby woods.,12/09/2003,34.2284312,-92.0031955
11/12/2003 18:30,"Arkansas (NE part, US Rt 67)",AR,Other,1-2 hrs,NE Arkansas Sightings,12/09/2003,35.20105,-91.8318334
11/03/2003 05:30,Ashdown,AR,Other,30 seconds,"A bright light followed by a hazy tail, wider at the end, with a smaller bright light at the end, hovered in place then moved quickly.",11/08/2003,33.6742867,-94.1313054
11/01/2003 15:30,Oil Trough,AR,Oval,unknown,The object apparently made no sound nor appeared to be moving in any direction,11/26/2003,35.6309121,-91.4604109
10/29/2003 18:50,Russellville,AR,Triangle,<1 minute,"Three Lights Form Triangle in Sky Near Russellville, AR on Evening of 10/29/03",11/08/2003,35.2784173,-93.1337856
10/27/2003 20:30,Hot Springs Village,AR,Triangle,30 minute,"On October 27, 2003 was heading home from seeing friends in Hot Springs Village which is 8 miles Northeast of Hot Springs, AR.  The eve",10/31/2003,34.5037004,-93.0551795
10/24/2003 02:29,Fort Smith,AR,Teardrop,for an hour now,"quivering flashing object high and distant in the Northeast sky ((NUFORC Note:  We suspect a ""twinkling"" star.  PD))",10/31/2003,35.3859242,-94.3985475
10/23/2003 23:00,Hot Springs,AR,Unknown,approx 5 min,Glowing clearlike color hovering over Lake Hamilton,10/31/2003,34.5037004,-93.0551795
10/22/2003 20:00,Dover,AR,Unknown,5 hrs,"To whom this may concern and please take seriously, We could not contact or find a no. to call.While looking at the northen star on 10/",10/31/2003,51.1278758,1.3134027
10/22/2003 18:24,Centerton,AR,Sphere,5-10 seconds,"Saw an object flying higher and faster than anything I've seen before, travelling in a straight line",10/31/2003,36.359799,-94.2852085
10/18/2003 23:20,Bono,AR,Light,5 seconds,stationary blue/green orb quickly shot off to the South-Southwest,10/31/2003,35.9086842,-90.8026153
10/18/2003 03:30,Marion,AR,Light,1 minute,"White lights race through the sky in clear daylight, fighters in persuit",10/31/2003,40.5583739,-85.6591442
10/17/2003 02:45,Little Rock,AR,Other,15 seconds,"about 2:45 am saturday morning, my boss and I were standing outside and talking. we saw a blue flash in the eastern sky that was simila",10/31/2003,34.7464809,-92.2895948
10/15/2003 20:00,North Little Rock,AR,Changing,5 min,Huge object spotted over Batesville Pike road in North Little Rock Arkansas,10/30/2006,34.769536,-92.2670941
10/15/2003 18:45,Sheridan,AR,Cigar,10 min,It was a slim cigar shaped silver metal object (like a plane with no wings).  It had a orange glow-possible reflection from the sun.,10/31/2003,44.7971939,-106.9561791
10/15/2003 11:30,Little Rock,AR,Circle,< 1Min,Circular white object seen over the Arkansas River,10/17/2003,34.7464809,-92.2895948
10/04/2003 00:15,Augusta,AR,Triangle,1 minute,"00:15 10/04/03  Augusta, Arkansas       Observed 3 stationary bright lights in the shape of a triangle.",10/17/2003,33.4734978,-82.0105148
09/26/2003 20:00,Dora,AR,Light,2 MINUTES,FAST MOVING BRIGHT LIGHTS SEEM TO COLLIDE IN THE SKY THEN DISAPPEAR,11/08/2003,33.728717,-87.0902772
09/25/2003 21:00,Newport,AR,Formation,45 minutes,"V shaped Formation  over Newport, AR.",09/28/2003,41.4901024,-71.3128285
09/23/2003 22:30,Sucsess,AR,Triangle,4minutes,triangle in shape two of the smaller ones went into one of the big ones and then they shot off in a westerly direction .I have pictures,10/07/2003,37.4575195,-92.105259
09/22/2003 21:30,Fort Smith,AR,Formation,15 minutes,a formation of five strange lights,09/24/2003,35.3859242,-94.3985475
09/22/2003 20:00,Boonville,AR,Light,30-40 min,Two orange lights turning off and on opposite each other emitting smaller white lights and a jet like sound each time it turned on.,09/28/2003,39.0089749,-123.3671551
09/15/2003 19:30,Ashdown,AR,Cigar,,It was late afternoon in Ashdown AR when a cigar-like craft appeared in the sky. Me and my little sister witnessed it sit and dosappear,11/03/2005,33.6742867,-94.1313054
09/13/2003 17:06,Mountain Home,AR,Cigar,17:17pm,u.f.o. seen over mountain home ar.,09/17/2003,43.1329504,-115.6911975
08/28/2003 21:04,Fort Smith,AR,Light,20 seconds,Bright Orange Lights with Rapid-Shift Right to Left,09/04/2003,35.3859242,-94.3985475
08/26/2003 00:00,Fort Smith,AR,Oval,30 seconds,"I was coming home from work around 12:00 pm Tuesday August 26, 2003.  When I saw 3 round lights in the sky.  Within another second or s",09/04/2003,35.3859242,-94.3985475
08/07/2003 00:20,Charleston/Van Buren,AR,Light,2 Hours,((NUFORC Note:  Possible sighting of Mars.  PD))  A bright dancing light in the south-southeast sky.,08/28/2003,39.494312,-88.169623
07/30/2003 02:41,Mena,AR,Triangle,20min,The object was of un known orgin,08/01/2003,34.5862171,-94.2396554
07/26/2003 22:55,Eureka Springs,AR,Light,15 seconds,White light increased in size and brightness and then shot off into space.,08/01/2003,36.4011825,-93.7379711
07/26/2003 04:00,"Dardanelle (2 mi. from Logan, on Hwy. 22)",AR,Light,30-60 seconds,"Moving ,blue star-like object changes to bright yellow, going form north to south.",08/01/2003,35.2231408,-93.1579532
07/24/2003 22:45,Conway,AR,Light,1.5 minutes,"A dark object blocking out stars, with one dim light. Chasing a jetliner across the sky from south to north",08/01/2003,35.0886963,-92.4421011
07/19/2003 23:38,Pleasent Grove (near),AR,Light,about 10 seconds,The wrong type of lights over the Dover Lights.,07/23/2003,45.9726052,-95.4783379
07/03/2003 23:07,Fort Smith,AR,Triangle,three to five minutes,triangular shape and fireball in Arkansas,07/16/2003,35.3859242,-94.3985475
06/08/2003 22:00,Van Buren,AR,Light,3-5 minutes,Bright lights over Arkansas,06/10/2003,35.436756,-94.348268
05/14/2003 02:00,Horatio,AR,Teardrop,2 minutes,I saw lights and looked out my window  looked out and saw two teardrop shaped aircrafts .,05/27/2003,33.9384482,-94.3571494
05/11/2003 18:30,Eureka Springs,AR,Cylinder,5 minutes,"2 discs and 1 cylinder seen on 5-11-03 over Eureka Springs, AR",05/27/2003,36.4011825,-93.7379711
05/07/2003 02:00,Jonesboro,AR,Diamond,30 seconds,"Diamond shaped fuselage with multiple red lights, sweepted wings with multiple white lights...amazing!",05/09/2003,35.8422967,-90.704279
05/04/2003 21:00,Heber Springs,AR,Light,2 seconds,Two lights in a series formation traveling at about 200MPH with no sound at close proximaty.,07/16/2003,35.4914677,-92.03126
04/26/2003 07:00,El Dorado,AR,Circle,5 minutes,Eight Purple Circle like objects...Could it be a UFO?,05/02/2003,33.20763,-92.6662674
04/18/2003 19:30,Royal,AR,Disk,10 minutes,We were taking pictures just before dark on a lake.We did not see objects until we downloaded pictures on our computer.,04/22/2003,44.3214254,-0.2433774
03/22/2003 01:30,El Dorado,AR,Sphere,8 to 9 seconds,Spheres the night of Iraqi  invasion,08/24/2004,33.20763,-92.6662674
03/10/2003 23:00,Doddridge,AR,Other,2 hours,"Strange lights, and footprints",07/16/2003,39.2367791,-80.6770787
01/30/2003 17:30,Hot Springs,AR,Circle,45 seconds,This sighting was probably not worth reporting except for the Shuttle disaster happening so soon after.,03/21/2003,34.5037004,-93.0551795
01/24/2003 18:15,Fort Smith,AR,Circle,about 1 minute,Red light in sky,03/21/2003,35.3859242,-94.3985475
01/19/2003 01:00,Conway,AR,Light,1 hour,"At times it would ""split up"" although the second light never moved very far from the initial one.",01/22/2004,35.0886963,-92.4421011
01/16/2003 21:00,Mountain View,AR,Light,not really sure,"Bright white lights, numerous ones, like stars that shot across the sky from west to east in the evening.",03/21/2003,37.3860517,-122.0838511
01/10/2003 20:00,Huntsville,AR,Oval,5 seconds,It was an overcast night but the stars were just barely shining through.  My girlfriend and I were outside burning brush.  We were look,01/17/2004,34.7303688,-86.5861037
01/08/2003 10:21,Daedanelle,AR,Triangle,10:25 (4 min.??),"triangle shape, one light on each end, hoovered, made no noise,looks like a picture thats on this web-site.",03/21/2003,35.2231408,-93.1579532
12/23/2002 20:00,Rose Bud,AR,Other,2-5 seconds,bright green light falling from the sky,02/12/2004,35.3314708,-92.0812595
12/17/2002 23:00,Newport,AR,Egg,1 minute,Red Lights outline an object in the sky,11/26/2003,41.4901024,-71.3128285
12/07/2002 17:00,Booneville,AR,Unknown,30 seconds,The object did not look anything like a hilocopter or airplane...never seen anything like it before.,12/23/2002,34.6581596,-88.5667036
11/30/2002 21:45,Little Rock,AR,Chevron,15 seconds,"Large, white/gray v-shaped object, flying silent..",12/23/2002,34.7464809,-92.2895948
11/12/2002 18:30,Pocahontas,AR,Light,one hour,Jet chasing ball of light,11/16/2002,36.2614554,-90.971233
10/07/2002 10:00,Camden,AR,Diamond,30 seconds,purple and green lights flew over,10/15/2002,51.5517059,-0.1588255
09/23/2002 18:12,Fayetteville,AR,Changing,2-3 minutes,Small white changing object seen flying curving path in blue sky.  Object seen straight overhead -followed to horizon.  6:14pm Arkansas,09/28/2002,35.0526641,-78.8783585
09/21/2002 15:00,Monett,AR,Sphere,,A white object raceing over Monett towards Manila,05/12/2011,36.9289502,-93.9277071
08/28/2002 23:59,Peach Orchard,AR,Light,45 minutes,Midnight Sighting over Black River Refuge,09/06/2002,36.2786754,-90.6628896
08/28/2002 23:45,Stephens,AR,Circle,8 minutes,A circular disc 25 ft. wide.with a golden lighted triangle on the bottom of the craft.,10/30/2012,33.4112328,-93.0696101
08/19/2002 21:45,Hartford,AR,Unknown,5-minutes,"Two horizontal rows of bright amber lights in the sky having no sound, after approximately 5 minutes they disappeared.",08/28/2002,41.7637111,-72.6850932
07/28/2002 01:30,Pocahontas,AR,Disk,1 hour,"Moved right to left, Flickered orange, blue and green. With binoculars, we could see it was saucer shaped.",07/30/2002,36.2614554,-90.971233
07/27/2002 16:00,North Little Rock,AR,Disk,2 minutes,"we saw a saucer shaped object silver chrome like,bright sunlight bouncing off of it. hovering in place. my adult daughter and I  were h",07/30/2002,34.769536,-92.2670941
07/19/2002 22:00,Heber Springs,AR,Fireball,116 Hwy. 25,Not alot of motion.,08/16/2002,35.4914677,-92.03126
06/20/2002 00:00,Salem,AR,Circle,3 hours,Brillant object over baseball game for 2 hours,08/07/2011,42.51954,-70.8967155
06/06/2002 22:30,Fort Smith (area),AR,Sphere,3 minutes,"My family and I were driving down a country road on our way home from visiting friends. My son and I were on the passenger side, ( fron",06/12/2002,35.3398592,-94.3778836
06/01/2002 00:35,Cherokee Village,AR,Light,:02,"Two lights, same spot, about one min. apart,one moveing east,one west.",06/12/2002,35.4770574,-83.3205859
05/28/2002 23:28,Little Rock,AR,Circle,10 seconds,"orange light with other lights( up to 3) attached to the object,moving east to west at a high rate.",06/12/2002,34.7464809,-92.2895948
05/26/2002 22:30,Bigelow,AR,Light,3 minutes,More strange events in skies of rural Ark,06/12/2002,35.0011986,-92.6298847
05/26/2002 22:16,Little Rock,AR,Light,5 seconds,"bright light dims,disappears,then repeats the sequence once.",06/12/2002,34.7464809,-92.2895948
04/24/2002 21:00,Leslie,AR,Sphere,1 minute,Two light spheres followed by three smaller ones,05/14/2002,42.4514252,-84.4324695
